text,class
"Good evening, I sent money to someone but they haven't gotten it, what's going on? best Regards",transfer
"Hello, If I want my son to have his own account is that possible? best Regards",others
"Hello, Someone stole my wallet a couple of hours ago now and they have taken moneyy from my account. Is there any way that you can help so I won't lose any more of my moneyy. Thanks",cash
"Good morning, What are eligible holding andd exchange currencies? Kind Regards",others
"hi, The aapp is showing aa paayment I never maade. Best Regards",card
"Good morning, Whatt is the procedure for depositing a virtual card best Regards",card
"good morning, I didn't make a payment at thiss business. best Regards",card
"hello, I need to transfer funds from my other bank account into this bank account. kind Regards",transfer
"hello, Do you take SWIFT transfers? kind Regards",transfer
"hi, If my card expires next month, will I need to order a new one? thanks",card
"good evening, Why isn't my payment showing? kind Regards",card
"hi, Please tell my why II was charged a fee for using my card? thanks",card
"Good morning, I need to add a serious amount of cash to my card, how do I do that? thanks",others
"good afternoon, My salary is in GBP - what should I do? kind Regards",others
"Good afternoon, When will I receive the cash payment from the check I deposited? kind Regards",cash
"Hi, What are the steps to activate the card, as it does not seem to work? Best Regards",card
"good morning, How muchh transactions do I get with a disposable card? Thanks",card
"Good afternoon, Why did my paymentt get declined? kind Regards",transfer
"good morning, I used my card to top up, but now I don't see the money in my account. Kind Regards",card
"good afternoon, An item I bought had the wrongg exchange rate applied. thanks",card
"hello, I think youre system may be broken because I have tried transfer moneyy 5x and it isnt working!  I'm not doing anything complicated it is what I usually do. thanks",transfer
"hello, I am traveling, what can I do to set up auto top-up? Kind Regards",others
"good evening, I need to know the if there is aa limit on the aamount for aauto top-up. best Regards",others
"good morning, I am planning activating myy card was it possible? kind Regards",card
"Hello, What if I want to add a card I already have to the app? Thanks",card
"hi, need to exchange currencies Thanks",others
"Good afternoon, There's a direct debit payment that I don't recognize. Thanks",others
"Good morning, The atm wouldn't give out cash best Regards",cash
"Hi, Hi, I just looked at my card transactions and saw thatt I've been charged twice for a restaurant I went to this week. Can you remove the double charge, please? thanks",others
"good evening, I deposited a check a few days ago and it's still not gone in! Please help me with this Best Regards",cash
"good evening, Will I get charged on a foreign currencies exchange? kind Regards",others
"Good evening, My passcode iss not being accepted Best Regards",security
"good morning, Why was I charged a fee forr withdrawing money off my card? kind Regards",cash
"good morning, Howw do I get my refund back? Kind Regards",others
"Good afternoon, Its been several days and my cash withdrawal iss still pending. Why? Kind Regards",cash
"good afternoon, Why isn't my google pay top up working? Kind Regards",others
"Good evening, Which currencies can I use to add money? Best Regards",card
"good evening, Can you explain why my transfer was unsuccessful? best Regards",transfer
"good evening, How can I cancel a transaction to a wrong account? Kind Regards",transfer
"good evening, How long does it takee to make an urgent transfer from China? kind Regards",transfer
"Good evening, I'm innterested inn gettinng a virtual card.  How do I get one? thanks",card
"hello, Can I get my friends to add money to my account? Kind Regards",card
"Good morning, Everything I have was stolen yesterday making it so I don't have access to the app, what should I do? Thanks",security
"hi, When my card expires what is the cost of a replacement and howw fast? best Regards",card
"good evening, I checked my account and see that funds were deducted from a seller I didn't approve of. Can you help me understandd? kind Regards",others
"good morning, Is there any way I can get more physical cards to use with my account? Thanks",card
"Hi, Whaat do I haave to do to get aa Visaa caard? Kind Regards",card
"Good morning, I've lost myy card. What can I do about that? Kind Regards",card
"Hello, I was charged a fee when I transferred my funds, why? Thanks",transfer
"hello, I have a problem with a transfer. It didn't work. Can you tell me why? Thanks",transfer
"Good evening, Why has my payment been declined? I paid byy card. thanks",card
"hello, I did a transaction this morning and now I want to cancel it. kind Regards",transfer
"hello, What do I need to do in order to use my card I just got? thanks",card
"Hello, Can you check about unauthorized use of my card, I think someone is using mine without my knowledge? Kind Regards",card
"Good afternoon, There is an extra small charge onn my card! What do I do? Thanks",others
"good evening, I was not able to use the ATM to get cash Best Regards",cash
"Good evening, Are there any discounts in exchanging currencies frequently? Kind Regards",others
"good morning, Someone must have found my card detailss as I don't recognize these transactions. kind Regards",card
"Good evening, How do I go aboutt changing my address? Kind Regards",security
"good evening, I was charged an extra pound. Kind Regards",others
"good morning, My top-up does not seemm to have worked, what  went wrong? Kind Regards",others
"Hi, What doo I doo if I think someone has used my card? Thanks",card
